page,term,snippet
48,frequency,51 Page48of91 D.D.Blankenshipetal. Table 9 Key RFES requirements Requirement HF VHF Operating Center Frequency 9 MHz 60 MHz Bandwidth 1 MHz 10 MHz Peak Transmit Power 7.5 W (min) at each antenna 3.75 W (min) at each antenna Pulse Droop <0.005 dB/μs <0.005 dB/μs Pulse Ripple Over Bandwidth <1d B <1d B Harmonic Rejection >80 dBc >80 dBc Noise Figure <13.5 dB* <13.5 dB*
48,60 MHz,51 Page48of91 D.D.Blankenshipetal. Table 9 Key RFES requirements Requirement HF VHF Operating Center Frequency 9 MHz 60 MHz Bandwidth 1 MHz 10 MHz Peak Transmit Power 7.5 W (min) at each antenna 3.75 W (min) at each antenna Pulse Droop <0.005 dB/μs <0.005 dB/μs Pulse Ripple Over Bandwidth <1d B <1d B Harmonic Rejection >80 dBc >80 dBc Noise Figure <13.5 dB* <13.5 dB* Receive Path
48,9 MHz,51 Page48of91 D.D.Blankenshipetal. Table 9 Key RFES requirements Requirement HF VHF Operating Center Frequency 9 MHz 60 MHz Bandwidth 1 MHz 10 MHz Peak Transmit Power 7.5 W (min) at each antenna 3.75 W (min) at each antenna Pulse Droop <0.005 dB/μs <0.005 dB/μs Pulse Ripple Over Bandwidth <1d B <1d B Harmonic Rejection >80 dBc >80 dBc Noise Figure <13.5 dB* <13.5 dB* Receiv
48,pulse,51 Page48of91 D.D.Blankenshipetal. Table 9 Key RFES requirements Requirement HF VHF Operating Center Frequency 9 MHz 60 MHz Bandwidth 1 MHz 10 MHz Peak Transmit Power 7.5 W (min) at each antenna 3.75 W (min) at each antenna Pulse Droop <0.005 dB/μs <0.005 dB/μs Pulse Ripple Over Bandwidth <1d B <1d B Harmonic Rejection >80 dBc >80 dBc Noise Figure <13.5 dB* <13.5 dB* Receive Path Gain 49 .5 ± 2.5d B 5 9 .5 ± 0.25 dB Amplitude Balance <0.3 dB <0.3 dB Phase Balance <3d e g <3d e g Diffe
48,pulse,Page48of91 D.D.Blankenshipetal. Table 9 Key RFES requirements Requirement HF VHF Operating Center Frequency 9 MHz 60 MHz Bandwidth 1 MHz 10 MHz Peak Transmit Power 7.5 W (min) at each antenna 3.75 W (min) at each antenna Pulse Droop <0.005 dB/μs <0.005 dB/μs Pulse Ripple Over Bandwidth <1d B <1d B Harmonic Rejection >80 dBc >80 dBc Noise Figure <13.5 dB* <13.5 dB* Receive Path Gain 49 .5 ± 2.5d B 5 9 .5 ± 0.25 dB Amplitude Balance <0.3 dB <0.3 dB Phase Balance <3d e g <3d e g Differential Phase Stability N/A <2d e g Am
48,pulse,>80 dBc Noise Figure <13.5 dB* <13.5 dB* Receive Path Gain 49 .5 ± 2.5d B 5 9 .5 ± 0.25 dB Amplitude Balance <0.3 dB <0.3 dB Phase Balance <3d e g <3d e g Differential Phase Stability N/A <2d e g Amplitude Stability Outside Calibration Loop <0.4 dB <0.4 dB RF Pulse Width 10 μs to 236 μs2 5 μs to 200 μs Duty Cycle 10% max 10% max *Requirement driven by Jovian noise components in a harsh radiation environment. The primary inductor in the magamp is opti- mized for saturation and serves as the switch operated at 150 kHz. A
48,pulse,e basis to transition from a saturated state. Magamps inherently are low noise since there are no EMI spikes associated with ﬁeld-effect transistor (FET) switching in typical converter topologies. The PSU provides ﬁve independent outputs including the primary pulse output to the RF electronics. A key challenge solved on the PSU magnetics was compression of the core by potting and coating resulting in voltage drop out due to a change in the squareness of the ratio of magnetic ﬂux density to magnetic ﬁeld strength (B/H).
49,frequency,"addition to materials selection, the VHF antenna elements were moved further from the Solar Array, which is a known source of IESD events. In addition to the EM and FM antenna assembly units, one ﬂight-identical Qualiﬁcation Model (QM) was built per operating frequency. The QM was subjected to more rigorous testing than the FMs to fully qualify the design for ﬂight environments while reducing risk to the ﬂight hardware. The QM antennas were characterized on the outdoor antenna range at JPL because no indoor ranges are avail"
49,frequency,"subjected to more rigorous testing than the FMs to fully qualify the design for ﬂight environments while reducing risk to the ﬂight hardware. The QM antennas were characterized on the outdoor antenna range at JPL because no indoor ranges are available at this frequency. The FM units were not exposed to this test environment in order to preserve ﬂight cleanliness levels. Instead, a proxy stowed antenna measurement was developed to check antenna aliveness, which is equivalent to making a return loss measurement. HF Antennas T"
49,sounding,RadarforEuropaAssessmentandSounding: OceantoNear-Surface... Page49of91 51 Fig.19 REASON HF stowed (top) and deployed (bottom) conduit and wrapped with conductive material to minimize discharge amplitudes. Other nonmetallic elements in the actuators and connectors were tested or analyzed as disc
49,measurement,"QM antennas were characterized on the outdoor antenna range at JPL because no indoor ranges are available at this frequency. The FM units were not exposed to this test environment in order to preserve ﬂight cleanliness levels. Instead, a proxy stowed antenna measurement was developed to check antenna aliveness, which is equivalent to making a return loss measurement. HF Antennas The HF antenna assembly consists of two 8.8-m monopoles that deploy to create a 17.6-m antenna. Deployment is actuated by an Ensign-Bickford Aerospa"
49,measurement,"vailable at this frequency. The FM units were not exposed to this test environment in order to preserve ﬂight cleanliness levels. Instead, a proxy stowed antenna measurement was developed to check antenna aliveness, which is equivalent to making a return loss measurement. HF Antennas The HF antenna assembly consists of two 8.8-m monopoles that deploy to create a 17.6-m antenna. Deployment is actuated by an Ensign-Bickford Aerospace & Defense (EBAD) Frangibolt on each monopole, and deployment speed is controlled by a ﬂyweight"
51,pulse,"ecraft simulator that emulates spacecraft electrical interfaces for bus power, SpaceWire command/telemetry, and discrete control of the DSES MRAM conﬁg- uration bank; an RF test rack that interfaces to the 2 HFS and 4 VHFS antenna ports for acquiring transmit pulse waveform data and injecting simulated echoes into the radar re-"
51,sounding,"RadarforEuropaAssessmentandSounding: OceantoNear-Surface... Page51of91 51 Fig.21 REASON out-of-vault hardware are more robust to both the temperature and radiation extremes. The entire run of coaxial assemblies between the vault and the antennas were divided into short segments, with each segme"
52,frequency,"et simulator is composed of several com- ponents – RF signal generators, a waveform function generator, the FODL, and Arbitrary Waveform Generators (AWGs) – which together generate several classes of echo signals (continuous waveform, pulsed waveforms, linear frequency modulated chirp point targets, noise, distributed targets) at both HF- and VHF-bands for comprehensively testing the radar. The radar electronics are designed with direct-access test port provisions to allow us to synchronize the EGSE to the radar in time and"
52,pulse,"51 Page52of91 D.D.Blankenshipetal. Fig.22 Block diagram of the EGSE used in the in-vault radar hardware I&T campaigns ceiver; and a Fiber Optic Delay Line (FODL) to test the radar point target response using a ﬁxed round-trip delay for the echo pulses. The RF Test Rack contains a programmable switch matrix for routing the antenna port Tx/Rx signals to several types of commercial, off-the-shelf (COTS) test-and-measurement equipment for monitoring transmit pulses and injecting on receive. A control console"
52,pulse,"se using a ﬁxed round-trip delay for the echo pulses. The RF Test Rack contains a programmable switch matrix for routing the antenna port Tx/Rx signals to several types of commercial, off-the-shelf (COTS) test-and-measurement equipment for monitoring transmit pulses and injecting on receive. A control console with EGSE software communicates with the switch matrix and COTS equipment to accommo- date automated testing of all six antenna ports via a software script. The EGSE system in- cludes radar target simulator capabil"
52,pulse,"or capabilities. The target simulator is composed of several com- ponents – RF signal generators, a waveform function generator, the FODL, and Arbitrary Waveform Generators (AWGs) – which together generate several classes of echo signals (continuous waveform, pulsed waveforms, linear frequency modulated chirp point targets, noise, distributed targets) at both HF- and VHF-bands for comprehensively testing the radar. The radar electronics are designed with direct-access test port provisions to allow us to synchronize the"
52,measurement,"e (FODL) to test the radar point target response using a ﬁxed round-trip delay for the echo pulses. The RF Test Rack contains a programmable switch matrix for routing the antenna port Tx/Rx signals to several types of commercial, off-the-shelf (COTS) test-and-measurement equipment for monitoring transmit pulses and injecting on receive. A control console with EGSE software communicates with the switch matrix and COTS equipment to accommo- date automated testing of all six antenna ports via a software script. The EGSE system i"
53,sounding,"RadarforEuropaAssessmentandSounding: OceantoNear-Surface... Page53of91 51 the Europa Clipper environmental requirements for radiated and conducted emissions/sus- ceptibility. As the DSES FPGA ﬁrmware features were being developed, Instrument Integration- and-Test (II&T) had opportunities to tes"
54,measurement,"s a designated liaison to the broader REASON iST, which includes deep expertise in both radar science and planetary science of icy worlds. These liaisons manage the iST contributions by deﬁning, reﬁning, and monitoring progress to- ward meeting REASON science measurement requirements (Sect. 4)a sw e l la sd e ﬁ n i n g data products and algorithm development priorities for the iSDS. During the Europa tour, the iST will evaluate and validate science data products and provide input to the Europa Clipper Project Science Team. Th"
55,PRF,"RadarforEuropaAssessmentandSounding: OceantoNear-Surface... Page55of91 51 Fig.23 The sequence of events and timing for a typical REASON ﬂyby Table 10 Radar Parameters Adjustable Over a Flyby Radar Parameter Description Pulse Repetition Frequency (PRF) Used to collect the desired along-track density of measurements and to optimize usage of the round-trip echo travel times (more than one pulse may be in the air at one time). In the OP, this is also referred to as the Cycle Repetition Frequency (CRF), as the"
